experiment		perf counter		diff between runs
1048576::[99981]-[20000]-[512]-[-1]		169230605		cache
1048576::[99981]-[20000]-[512]-[-1]		169230605		cache
1048576::[9990]-[20000]-[512]-[-1]		22597092		cache
1048576::[99904]-[20000]-[512]-[-1]		20682525		cache
1048576::[9992]-[20000]-[512]-[-1]		17790436		cache
1048576::[9998]-[20000]-[512]-[-1]		81264180		cache
1048576::[999666010]-[20000]-[512]-[-1]		26768731		cache
1048576::[999777010]-[20000]-[512]-[-1]		30622579		cache
