experiment		perf counter		diff between runs
1048576::[99981]-[20000]-[512]-[-1]		139478860		cache
1048576::[99981]-[20000]-[512]-[-1]		139478860		cache
1048576::[9990]-[20000]-[512]-[-1]		6108218		cache
1048576::[99904]-[20000]-[512]-[-1]		8724859		cache
1048576::[9992]-[20000]-[512]-[-1]		14809668		cache
1048576::[9998]-[20000]-[512]-[-1]		52839505		cache
1048576::[999666010]-[20000]-[512]-[-1]		13836127		cache
1048576::[999777010]-[20000]-[512]-[-1]		14329282		cache
